IssuerOrgName,IssuerComName,IssuerCountry,SubjectCountry,SubjectDetails,SubjectAltNames,SubjectValidity,Malicious
DigiCert Inc,GeoTrust EV RSA CA 2018,US,US,7,1,370,0
Let's Encrypt,R3,US,None,0,0,90,0
ZeroSSL,ZeroSSL RSA Domain Secure Site CA,AT,None,0,0,90,0
Let's Encrypt,R3,US,None,0,6,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,9,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,23,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,2,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,1,90,0
"DigiCert, Inc.",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,US,None,0,0,367,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,19,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,170,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,4,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,9,352,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,72,368,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,7,281,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,160,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,0,397,0
Actalis S.p.A.,Actalis Domain Validation Server CA G3,IT,None,0,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,23,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,2,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,21,394,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,25,184,0
SecureCore,SecureCore RSA DV CA,JP,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
Let's Encrypt,R3,US,None,0,4,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,4,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,8,94,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,3,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,7,364,0
"Starfield Technologies, Inc.",Starfield Secure Certificate Authority - G2,US,None,0,0,395,0
DigiCert Inc,Thawte RSA CA 2018,US,DE,2,0,390,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,305,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,NO,3,11,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,1,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,Thawte TLS RSA CA G1,US,None,0,0,396,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,9,84,0
Amazon,Amazon RSA 2048 M01,US,None,0,8,357,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Internet2,InCommon RSA Server CA,US,US,2,250,336,0
Let's Encrypt,R3,US,None,0,0,90,0
Gandi,Gandi Standard SSL CA 2,FR,None,0,0,396,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,87,278,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,16,364,0
DigiCert Inc,DigiCert Global CA G2,US,None,0,0,353,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 05,US,US,3,188,360,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,12,367,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,88,397,0
Let's Encrypt,E1,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,1,323,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Let's Encrypt,R3,US,None,0,10,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
Let's Encrypt,R3,US,None,0,83,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,3,365,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,7,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,301,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,8,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,5,393,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,US,3,6,397,0
Internet2,InCommon RSA Server CA,US,US,2,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,203,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,122,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,383,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,154,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,8,173,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,50,90,0
Deutsche Post AG,DPDHL Global TLS CA - I5,DE,DE,3,48,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,248,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,74,51,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,1,90,0
"Entrust, Inc.",Entrust Certification Authority - L1M,US,US,7,0,386,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,395,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Let's Encrypt,R3,US,None,0,2,90,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,US,4,0,397,0
Let's Encrypt,R3,US,None,0,14,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,394,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,395,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,268,158,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,2,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,5,391,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,2,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,2,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,US,US,3,0,366,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,4,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,285,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"DigiCert, Inc.",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,US,None,0,0,380,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,74,51,0
"Cybertrust Japan Co., Ltd.",Cybertrust Japan SureServer CA G4,JP,JP,3,0,394,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,4,27,383,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,4,394,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,379,0
DigiCert Inc,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,US,None,0,0,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,1,322,0
"Starfield Technologies, Inc.",Starfield Secure Certificate Authority - G2,US,None,0,0,368,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,111,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,94,372,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,354,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,364,0
Let's Encrypt,R3,US,None,0,7,90,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,380,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,11,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,163,0
Let's Encrypt,R3,US,None,0,0,90,0
"Japan Registry Services Co., Ltd.",JPRS Domain Validation Authority - G4,JP,None,0,0,378,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,22,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,394,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,111,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,169,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
Let's Encrypt,R3,US,None,0,0,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,4,90,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,380,0
Amazon,Amazon RSA 2048 M01,US,None,0,2,282,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,395,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,DE,3,0,396,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,11,180,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Amazon,Amazon RSA 2048 M02,US,None,0,8,192,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,20,181,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,371,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,111,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,270,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
Let's Encrypt,R3,US,None,0,15,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,7,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Unizeto Technologies S.A.,Certum Extended Validation CA SHA2,PL,PL,7,8,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,311,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,20,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,3,261,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G4,BE,None,0,0,397,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,4,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,152,169,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
DigiCert Inc,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,US,None,0,0,394,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,US,8,4,396,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,365,0
Let's Encrypt,R3,US,None,0,6,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G4,BE,None,0,0,397,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,50,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,366,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,394,0
Let's Encrypt,R3,US,None,0,6,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,2,394,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,17,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Actalis S.p.A.,Actalis Extended Validation Server CA G3,IT,IT,7,5,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,DK,2,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
